subject,method,band,window,car,accuracy,kappa,fold_accuracy_std
A05,FBCSP+LDA,7-35Hz,0.5-3.5s,True,0.5590277777777778,0.4120370370370371,0.0471331537738565
A05,CSP+SVM,7-35Hz,0.5-4.0s,False,0.4444444444444444,0.2592592592592593,0.0177157443390426
A05,FBCSP+LDA,7-35Hz,0.5-4.0s,False,0.5798611111111112,0.4398148148148147,0.0404751698015002
A05,CSP+SVM,7-35Hz,0.5-4.0s,True,0.4444444444444444,0.2592592592592593,0.0145240967253939
A05,FBCSP+LDA,7-35Hz,0.5-4.0s,True,0.5451388888888888,0.3935185185185185,0.049735200354769
A05,CSP+SVM,7-35Hz,1.0-4.0s,False,0.4513888888888889,0.2685185185185185,0.0325328256382934
A05,FBCSP+LDA,7-35Hz,1.0-4.0s,False,0.5694444444444444,0.4259259259259259,0.0683868913721201
A05,CSP+SVM,7-35Hz,1.0-4.0s,True,0.4513888888888889,0.2685185185185185,0.0333963499754519
A05,FBCSP+LDA,7-35Hz,1.0-4.0s,True,0.53125,0.375,0.0670670331921254
A05,CSP+SVM,4-40Hz,0.5-2.5s,False,0.4618055555555556,0.2824074074074074,0.0445833445627676
A05,FBCSP+LDA,4-40Hz,0.5-2.5s,False,0.7361111111111112,0.6481481481481481,0.046858334352262
A05,CSP+SVM,4-40Hz,0.5-2.5s,True,0.4444444444444444,0.2592592592592593,0.0433273496116415
A05,FBCSP+LDA,4-40Hz,0.5-2.5s,True,0.7291666666666666,0.6388888888888888,0.050870898412419
A05,CSP+SVM,4-40Hz,0.5-3.5s,False,0.4409722222222222,0.2546296296296296,0.0358888046295703
A05,FBCSP+LDA,4-40Hz,0.5-3.5s,False,0.7395833333333334,0.6527777777777778,0.0379606920125774
A05,CSP+SVM,4-40Hz,0.5-3.5s,True,0.4375,0.25,0.0375658661257662
A05,FBCSP+LDA,4-40Hz,0.5-3.5s,True,0.7395833333333334,0.6527777777777778,0.0290943949417648
A05,CSP+SVM,4-40Hz,0.5-4.0s,False,0.46875,0.2916666666666666,0.0679983874843622
A05,FBCSP+LDA,4-40Hz,0.5-4.0s,False,0.7465277777777778,0.662037037037037,0.0168113772158444
A05,CSP+SVM,4-40Hz,0.5-4.0s,True,0.4618055555555556,0.2824074074074074,0.0444686838386938
A05,FBCSP+LDA,4-40Hz,0.5-4.0s,True,0.75,0.6666666666666667,0.0132438037955443
A05,CSP+SVM,4-40Hz,1.0-4.0s,False,0.4409722222222222,0.2546296296296296,0.0488801488995379
A05,FBCSP+LDA,4-40Hz,1.0-4.0s,False,0.7152777777777778,0.6203703703703703,0.0528399128204548
A05,CSP+SVM,4-40Hz,1.0-4.0s,True,0.4131944444444444,0.2175925925925925,0.0530477044691584
A05,FBCSP+LDA,4-40Hz,1.0-4.0s,True,0.7083333333333334,0.6111111111111112,0.0755294314459321
A06,CSP+SVM,8-30Hz,0.5-2.5s,False,0.4618055555555556,0.2824074074074074,0.0573046267590464
A06,FBCSP+LDA,8-30Hz,0.5-2.5s,False,0.3645833333333333,0.1527777777777778,0.06523411915387
A06,CSP+SVM,8-30Hz,0.5-2.5s,True,0.4305555555555556,0.2407407407407407,0.0685712720723336
A06,FBCSP+LDA,8-30Hz,0.5-2.5s,True,0.3333333333333333,0.1111111111111111,0.1054606973326133
A06,CSP+SVM,8-30Hz,0.5-3.5s,False,0.4201388888888889,0.2268518518518518,0.0821037957630029
A06,FBCSP+LDA,8-30Hz,0.5-3.5s,False,0.34375,0.125,0.0812405205438255
A06,CSP+SVM,8-30Hz,0.5-3.5s,True,0.4097222222222222,0.2129629629629629,0.0913531487088946
A06,FBCSP+LDA,8-30Hz,0.5-3.5s,True,0.3333333333333333,0.1111111111111111,0.0842213036612017
A06,CSP+SVM,8-30Hz,0.5-4.0s,False,0.4618055555555556,0.2824074074074074,0.0452668269675656
A06,FBCSP+LDA,8-30Hz,0.5-4.0s,False,0.3888888888888889,0.1851851851851852,0.1119793489703511
A06,CSP+SVM,8-30Hz,0.5-4.0s,True,0.4618055555555556,0.2824074074074074,0.0480769067346208
A06,FBCSP+LDA,8-30Hz,0.5-4.0s,True,0.34375,0.125,0.0983506065243003
A06,CSP+SVM,8-30Hz,1.0-4.0s,False,0.3784722222222222,0.1712962962962962,0.0532429325755064
A06,FBCSP+LDA,8-30Hz,1.0-4.0s,False,0.3506944444444444,0.1342592592592593,0.0723530441252683
A06,CSP+SVM,8-30Hz,1.0-4.0s,True,0.375,0.1666666666666666,0.0695947773129758
A06,FBCSP+LDA,8-30Hz,1.0-4.0s,True,0.3680555555555556,0.1574074074074074,0.1037177867785551
A06,CSP+SVM,7-35Hz,0.5-2.5s,False,0.3958333333333333,0.1944444444444444,0.0606526708679383
A06,FBCSP+LDA,7-35Hz,0.5-2.5s,False,0.4305555555555556,0.2407407407407407,0.0605790115001273
A06,CSP+SVM,7-35Hz,0.5-2.5s,True,0.4375,0.25,0.0689048352767643
A06,FBCSP+LDA,7-35Hz,0.5-2.5s,True,0.4131944444444444,0.2175925925925925,0.05256909879392
A06,CSP+SVM,7-35Hz,0.5-3.5s,False,0.4340277777777778,0.2453703703703703,0.097916207563462
A06,FBCSP+LDA,7-35Hz,0.5-3.5s,False,0.3993055555555556,0.199074074074074,0.089869835668144
A06,CSP+SVM,7-35Hz,0.5-3.5s,True,0.4340277777777778,0.2453703703703703,0.0994461146317629
A06,FBCSP+LDA,7-35Hz,0.5-3.5s,True,0.4166666666666667,0.2222222222222222,0.0335583635246541
A06,CSP+SVM,7-35Hz,0.5-4.0s,False,0.4131944444444444,0.2175925925925925,0.0856935715034014
A06,FBCSP+LDA,7-35Hz,0.5-4.0s,False,0.4201388888888889,0.2268518518518518,0.0917090457893063
A06,CSP+SVM,7-35Hz,0.5-4.0s,True,0.4166666666666667,0.2222222222222222,0.0551011256577031
A06,FBCSP+LDA,7-35Hz,0.5-4.0s,True,0.4201388888888889,0.2268518518518518,0.0936078862609907
A06,CSP+SVM,7-35Hz,1.0-4.0s,False,0.3506944444444444,0.1342592592592593,0.0554935939629316
A06,FBCSP+LDA,7-35Hz,1.0-4.0s,False,0.4444444444444444,0.2592592592592593,0.0860417007535687
A06,CSP+SVM,7-35Hz,1.0-4.0s,True,0.3576388888888889,0.1435185185185185,0.0465227741160074
A06,FBCSP+LDA,7-35Hz,1.0-4.0s,True,0.4131944444444444,0.2175925925925925,0.0944028295635114
A06,CSP+SVM,4-40Hz,0.5-2.5s,False,0.4166666666666667,0.2222222222222222,0.068090360024639
A06,FBCSP+LDA,4-40Hz,0.5-2.5s,False,0.4583333333333333,0.2777777777777778,0.0572777970740317
A06,CSP+SVM,4-40Hz,0.5-2.5s,True,0.4548611111111111,0.2731481481481481,0.0602466121214242
A06,FBCSP+LDA,4-40Hz,0.5-2.5s,True,0.40625,0.2083333333333333,0.0474576132061831
A06,CSP+SVM,4-40Hz,0.5-3.5s,False,0.4027777777777778,0.2037037037037037,0.1040347695313761
A06,FBCSP+LDA,4-40Hz,0.5-3.5s,False,0.4583333333333333,0.2777777777777778,0.1163209606445384
A06,CSP+SVM,4-40Hz,0.5-3.5s,True,0.4340277777777778,0.2453703703703703,0.1225240885715018
A06,FBCSP+LDA,4-40Hz,0.5-3.5s,True,0.4375,0.25,0.0997916699322415
A06,CSP+SVM,4-40Hz,0.5-4.0s,False,0.4027777777777778,0.2037037037037037,0.1134764333792434
A06,FBCSP+LDA,4-40Hz,0.5-4.0s,False,0.4895833333333333,0.3194444444444444,0.0701111059604572
A06,CSP+SVM,4-40Hz,0.5-4.0s,True,0.40625,0.2083333333333333,0.0993633870700698
A06,FBCSP+LDA,4-40Hz,0.5-4.0s,True,0.4548611111111111,0.2731481481481481,0.0475502940893777
A06,CSP+SVM,4-40Hz,1.0-4.0s,False,0.3680555555555556,0.1574074074074074,0.0776185060170833
A06,FBCSP+LDA,4-40Hz,1.0-4.0s,False,0.4270833333333333,0.2361111111111111,0.1026104263224195
A06,CSP+SVM,4-40Hz,1.0-4.0s,True,0.3611111111111111,0.1481481481481481,0.0777541817254609
A06,FBCSP+LDA,4-40Hz,1.0-4.0s,True,0.4548611111111111,0.2731481481481481,0.0621484557427581
A07,CSP+SVM,8-30Hz,0.5-2.5s,False,0.7291666666666666,0.6388888888888888,0.0629712632860917
A07,FBCSP+LDA,8-30Hz,0.5-2.5s,False,0.6840277777777778,0.5787037037037037,0.0574296662267165
A07,CSP+SVM,8-30Hz,0.5-2.5s,True,0.7222222222222222,0.6296296296296297,0.0471521735875963
A07,FBCSP+LDA,8-30Hz,0.5-2.5s,True,0.6805555555555556,0.5740740740740741,0.0502174210879645
A07,CSP+SVM,8-30Hz,0.5-3.5s,False,0.7638888888888888,0.6851851851851851,0.0841033731490968
A07,FBCSP+LDA,8-30Hz,0.5-3.5s,False,0.7777777777777778,0.7037037037037037,0.0628782054639112
A07,CSP+SVM,8-30Hz,0.5-3.5s,True,0.7638888888888888,0.6851851851851851,0.0855547017069589
A07,FBCSP+LDA,8-30Hz,0.5-3.5s,True,0.7743055555555556,0.6990740740740741,0.0661378915360047
A07,CSP+SVM,8-30Hz,0.5-4.0s,False,0.75,0.6666666666666667,0.0577295434971932
A07,FBCSP+LDA,8-30Hz,0.5-4.0s,False,0.7951388888888888,0.7268518518518519,0.0293714483418517
A07,CSP+SVM,8-30Hz,0.5-4.0s,True,0.7534722222222222,0.6712962962962963,0.0625503011962864
A07,FBCSP+LDA,8-30Hz,0.5-4.0s,True,0.7881944444444444,0.7175925925925926,0.0315346452239135
A07,CSP+SVM,8-30Hz,1.0-4.0s,False,0.7777777777777778,0.7037037037037037,0.0570877771363702
A07,FBCSP+LDA,8-30Hz,1.0-4.0s,False,0.7743055555555556,0.6990740740740741,0.0300723269360551
A07,CSP+SVM,8-30Hz,1.0-4.0s,True,0.75,0.6666666666666667,0.0472278662793517
A07,FBCSP+LDA,8-30Hz,1.0-4.0s,True,0.78125,0.7083333333333333,0.0398778772180683
A07,CSP+SVM,7-35Hz,0.5-2.5s,False,0.7222222222222222,0.6296296296296297,0.0582104216851993
A07,FBCSP+LDA,7-35Hz,0.5-2.5s,False,0.7291666666666666,0.6388888888888888,0.0438763762249745
A07,CSP+SVM,7-35Hz,0.5-2.5s,True,0.7291666666666666,0.6388888888888888,0.0704696359396878
A07,FBCSP+LDA,7-35Hz,0.5-2.5s,True,0.7118055555555556,0.6157407407407407,0.0507292624929403
A07,CSP+SVM,7-35Hz,0.5-3.5s,False,0.7083333333333334,0.6111111111111112,0.0782461388252562
A07,FBCSP+LDA,7-35Hz,0.5-3.5s,False,0.7708333333333334,0.6944444444444444,0.050376772343837
A07,CSP+SVM,7-35Hz,0.5-3.5s,True,0.6979166666666666,0.5972222222222222,0.0792595460094609
A07,FBCSP+LDA,7-35Hz,0.5-3.5s,True,0.7673611111111112,0.6898148148148149,0.0607279283349293
A07,CSP+SVM,7-35Hz,0.5-4.0s,False,0.7534722222222222,0.6712962962962963,0.0521634689119703
A07,FBCSP+LDA,7-35Hz,0.5-4.0s,False,0.7847222222222222,0.712962962962963,0.0533022884976013
A07,CSP+SVM,7-35Hz,0.5-4.0s,True,0.7326388888888888,0.6435185185185186,0.0396023358215574
A07,FBCSP+LDA,7-35Hz,0.5-4.0s,True,0.7951388888888888,0.7268518518518519,0.0504238988844814
A07,CSP+SVM,7-35Hz,1.0-4.0s,False,0.7534722222222222,0.6712962962962963,0.0754727178713293
A07,FBCSP+LDA,7-35Hz,1.0-4.0s,False,0.7881944444444444,0.7175925925925926,0.0473729406581691
A07,CSP+SVM,7-35Hz,1.0-4.0s,True,0.71875,0.625,0.0549244328884861
A07,FBCSP+LDA,7-35Hz,1.0-4.0s,True,0.7777777777777778,0.7037037037037037,0.0516186398244423
A07,CSP+SVM,4-40Hz,0.5-2.5s,False,0.6666666666666666,0.5555555555555556,0.0504070574768768
A07,FBCSP+LDA,4-40Hz,0.5-2.5s,False,0.6736111111111112,0.5648148148148149,0.0376455708940818
A07,CSP+SVM,4-40Hz,0.5-2.5s,True,0.6597222222222222,0.5462962962962963,0.05632570523781
A07,FBCSP+LDA,4-40Hz,0.5-2.5s,True,0.6840277777777778,0.5787037037037037,0.0366857652150773
A07,CSP+SVM,4-40Hz,0.5-3.5s,False,0.7118055555555556,0.6157407407407407,0.0998211515902384
A07,FBCSP+LDA,4-40Hz,0.5-3.5s,False,0.7604166666666666,0.6805555555555556,0.05304094299408
A07,CSP+SVM,4-40Hz,0.5-3.5s,True,0.71875,0.625,0.1019171132753342
A07,FBCSP+LDA,4-40Hz,0.5-3.5s,True,0.75,0.6666666666666667,0.0581641928051469
A07,CSP+SVM,4-40Hz,0.5-4.0s,False,0.6979166666666666,0.5972222222222222,0.0742891712038717
A07,FBCSP+LDA,4-40Hz,0.5-4.0s,False,0.7222222222222222,0.6296296296296297,0.0665339592613528
A07,CSP+SVM,4-40Hz,0.5-4.0s,True,0.6909722222222222,0.587962962962963,0.0637719808285539
A07,FBCSP+LDA,4-40Hz,0.5-4.0s,True,0.7430555555555556,0.6574074074074074,0.0497958711318713
A07,CSP+SVM,4-40Hz,1.0-4.0s,False,0.6909722222222222,0.587962962962963,0.0565837156192417
A07,FBCSP+LDA,4-40Hz,1.0-4.0s,False,0.7256944444444444,0.6342592592592593,0.0730762450154069
A07,CSP+SVM,4-40Hz,1.0-4.0s,True,0.7083333333333334,0.6111111111111112,0.0546741893416164
A07,FBCSP+LDA,4-40Hz,1.0-4.0s,True,0.7291666666666666,0.6388888888888888,0.0620970845127253
A08,CSP+SVM,8-30Hz,0.5-2.5s,False,0.8229166666666666,0.7638888888888888,0.0404377184990842
A08,FBCSP+LDA,8-30Hz,0.5-2.5s,False,0.71875,0.625,0.0369739375757619
A08,CSP+SVM,8-30Hz,0.5-2.5s,True,0.8125,0.75,0.0481908805093108
A08,FBCSP+LDA,8-30Hz,0.5-2.5s,True,0.7118055555555556,0.6157407407407407,0.0399083347372118
A08,CSP+SVM,8-30Hz,0.5-3.5s,False,0.8368055555555556,0.7824074074074074,0.0353747361524921
A08,FBCSP+LDA,8-30Hz,0.5-3.5s,False,0.7256944444444444,0.6342592592592593,0.0549056391954886
A08,CSP+SVM,8-30Hz,0.5-3.5s,True,0.8506944444444444,0.8009259259259259,0.0335093611578729
A08,FBCSP+LDA,8-30Hz,0.5-3.5s,True,0.7465277777777778,0.662037037037037,0.0158824934272474
A08,CSP+SVM,8-30Hz,0.5-4.0s,False,0.8159722222222222,0.7546296296296297,0.0785435151017971
A08,FBCSP+LDA,8-30Hz,0.5-4.0s,False,0.75,0.6666666666666667,0.0648289252810912
A08,CSP+SVM,8-30Hz,0.5-4.0s,True,0.8194444444444444,0.7592592592592593,0.0754992379820834
A08,FBCSP+LDA,8-30Hz,0.5-4.0s,True,0.75,0.6666666666666667,0.0648289252810912
A08,CSP+SVM,8-30Hz,1.0-4.0s,False,0.78125,0.7083333333333333,0.0484064570025498
A08,FBCSP+LDA,8-30Hz,1.0-4.0s,False,0.7013888888888888,0.6018518518518519,0.0743810408338334
A08,CSP+SVM,8-30Hz,1.0-4.0s,True,0.7847222222222222,0.712962962962963,0.0459751806557497
A08,FBCSP+LDA,8-30Hz,1.0-4.0s,True,0.7083333333333334,0.6111111111111112,0.06787604883899756
A08,CSP+SVM,7-35Hz,0.5-2.5s,False,0.8125,0.75,0.04778637964317581
A08,FBCSP+LDA,7-35Hz,0.5-2.5s,False,0.7083333333333334,0.6111111111111112,0.05223897627812795
A08,CSP+SVM,7-35Hz,0.5-2.5s,True,0.8090277777777778,0.7453703703703703,0.050923892353962184
A08,FBCSP+LDA,7-35Hz,0.5-2.5s,True,0.7083333333333334,0.6111111111111112,0.054191579249439875
A08,CSP+SVM,7-35Hz,0.5-3.5s,False,0.8229166666666666,0.7638888888888888,0.03460565442624908
A08,FBCSP+LDA,7-35Hz,0.5-3.5s,False,0.7361111111111112,0.6481481481481481,0.06080273150936249
A08,CSP+SVM,7-35Hz,0.5-3.5s,True,0.8333333333333334,0.7777777777777778,0.01651620206967931
A08,FBCSP+LDA,7-35Hz,0.5-3.5s,True,0.7638888888888888,0.6851851851851851,0.016868100249674365
A08,CSP+SVM,7-35Hz,0.5-4.0s,False,0.8368055555555556,0.7824074074074074,0.06898239039618025
A08,FBCSP+LDA,7-35Hz,0.5-4.0s,False,0.7361111111111112,0.6481481481481481,0.047075270802102824
A08,CSP+SVM,7-35Hz,0.5-4.0s,True,0.8576388888888888,0.8101851851851851,0.04239319950852384
A08,FBCSP+LDA,7-35Hz,0.5-4.0s,True,0.7465277777777778,0.662037037037037,0.05865798058093745
A08,CSP+SVM,7-35Hz,1.0-4.0s,False,0.7777777777777778,0.7037037037037037,0.04440361921158864
A08,FBCSP+LDA,7-35Hz,1.0-4.0s,False,0.7256944444444444,0.6342592592592593,0.04701225677272697
A08,CSP+SVM,7-35Hz,1.0-4.0s,True,0.7743055555555556,0.6990740740740741,0.055717305355057783
A08,FBCSP+LDA,7-35Hz,1.0-4.0s,True,0.7291666666666666,0.6388888888888888,0.05081799324247501
A08,CSP+SVM,4-40Hz,0.5-2.5s,False,0.7951388888888888,0.7268518518518519,0.051930509577596706
A08,FBCSP+LDA,4-40Hz,0.5-2.5s,False,0.71875,0.625,0.04586128652388119
A08,CSP+SVM,4-40Hz,0.5-2.5s,True,0.7951388888888888,0.7268518518518519,0.053442857645886355
A08,FBCSP+LDA,4-40Hz,0.5-2.5s,True,0.7048611111111112,0.6064814814814814,0.08125966395643994
A08,CSP+SVM,4-40Hz,0.5-3.5s,False,0.8541666666666666,0.8055555555555556,0.04336897233903874
A08,FBCSP+LDA,4-40Hz,0.5-3.5s,False,0.6597222222222222,0.5462962962962963,0.05630932910568957
A08,CSP+SVM,4-40Hz,0.5-3.5s,True,0.8680555555555556,0.8240740740740741,0.04124288084063447
A08,FBCSP+LDA,4-40Hz,0.5-3.5s,True,0.65625,0.5416666666666667,0.03482987220440033
A08,CSP+SVM,4-40Hz,0.5-4.0s,False,0.84375,0.7916666666666666,0.03933900716831224
A08,FBCSP+LDA,4-40Hz,0.5-4.0s,False,0.6458333333333334,0.5277777777777778,0.05923562918046618
A08,CSP+SVM,4-40Hz,0.5-4.0s,True,0.8576388888888888,0.8101851851851851,0.03515055807884749
A08,FBCSP+LDA,4-40Hz,0.5-4.0s,True,0.6701388888888888,0.5601851851851851,0.021307673497552335
A08,CSP+SVM,4-40Hz,1.0-4.0s,False,0.7604166666666666,0.6805555555555556,0.07274571024572422
A08,FBCSP+LDA,4-40Hz,1.0-4.0s,False,0.6423611111111112,0.5231481481481481,0.044447363018551664
A08,CSP+SVM,4-40Hz,1.0-4.0s,True,0.7465277777777778,0.662037037037037,0.05501398113895393
A08,FBCSP+LDA,4-40Hz,1.0-4.0s,True,0.6388888888888888,0.5185185185185186,0.028074999064032304
A09,CSP+SVM,8-30Hz,0.5-2.5s,False,0.7430555555555556,0.6574074074074074,0.06649434306859012
A09,FBCSP+LDA,8-30Hz,0.5-2.5s,False,0.6458333333333334,0.5277777777777778,0.04807683061123104
A09,CSP+SVM,8-30Hz,0.5-2.5s,True,0.75,0.6666666666666667,0.05829655473236142
A09,FBCSP+LDA,8-30Hz,0.5-2.5s,True,0.6423611111111112,0.5231481481481481,0.04574654883248827
A09,CSP+SVM,8-30Hz,0.5-3.5s,False,0.7048611111111112,0.6064814814814814,0.039063037514202655
A09,FBCSP+LDA,8-30Hz,0.5-3.5s,False,0.6215277777777778,0.49537037037037035,0.060186017332324294
A09,CSP+SVM,8-30Hz,0.5-3.5s,True,0.7048611111111112,0.6064814814814814,0.03635687846165848
A09,FBCSP+LDA,8-30Hz,0.5-3.5s,True,0.625,0.5,0.05915080171868156
A09,CSP+SVM,8-30Hz,0.5-4.0s,False,0.6180555555555556,0.4907407407407407,0.043013767734703924
A09,FBCSP+LDA,8-30Hz,0.5-4.0s,False,0.5381944444444444,0.3842592592592593,0.05267967568242137
A09,CSP+SVM,8-30Hz,0.5-4.0s,True,0.6041666666666666,0.4722222222222222,0.07234115633795543
A09,FBCSP+LDA,8-30Hz,0.5-4.0s,True,0.5798611111111112,0.43981481481481477,0.0321094526960541
A09,CSP+SVM,8-30Hz,1.0-4.0s,False,0.5486111111111112,0.39814814814814814,0.053206626914981736
A09,FBCSP+LDA,8-30Hz,1.0-4.0s,False,0.5104166666666666,0.3472222222222222,0.06755680153345839
A09,CSP+SVM,8-30Hz,1.0-4.0s,True,0.5416666666666666,0.38888888888888884,0.05521040975220659
A09,FBCSP+LDA,8-30Hz,1.0-4.0s,True,0.46875,0.29166666666666663,0.059079482260544394
A09,CSP+SVM,7-35Hz,0.5-2.5s,False,0.7569444444444444,0.6759259259259259,0.04385927362836531
A09,FBCSP+LDA,7-35Hz,0.5-2.5s,False,0.6805555555555556,0.5740740740740741,0.048628604233100434
A09,CSP+SVM,7-35Hz,0.5-2.5s,True,0.7604166666666666,0.6805555555555556,0.04452954421709555
A09,FBCSP+LDA,7-35Hz,0.5-2.5s,True,0.6875,0.5833333333333333,0.04689908637220643
A09,CSP+SVM,7-35Hz,0.5-3.5s,False,0.7013888888888888,0.6018518518518519,0.037941501656321354
A09,FBCSP+LDA,7-35Hz,0.5-3.5s,False,0.6215277777777778,0.49537037037037035,0.04088057308399497
A09,CSP+SVM,7-35Hz,0.5-3.5s,True,0.7048611111111112,0.6064814814814814,0.0386834393581439
A09,FBCSP+LDA,7-35Hz,0.5-3.5s,True,0.6180555555555556,0.4907407407407407,0.04904675554903222
A09,CSP+SVM,7-35Hz,0.5-4.0s,False,0.6041666666666666,0.4722222222222222,0.06866540873389622
A09,FBCSP+LDA,7-35Hz,0.5-4.0s,False,0.5590277777777778,0.4120370370370371,0.04550390198751316
A09,CSP+SVM,7-35Hz,0.5-4.0s,True,0.6041666666666666,0.4722222222222222,0.06866540873389622
A09,FBCSP+LDA,7-35Hz,0.5-4.0s,True,0.5659722222222222,0.4212962962962963,0.042094744567888864
A09,CSP+SVM,7-35Hz,1.0-4.0s,False,0.5520833333333334,0.4027777777777778,0.06286633069046241
A09,FBCSP+LDA,7-35Hz,1.0-4.0s,False,0.4791666666666667,0.3055555555555556,0.029132861151048888
A09,CSP+SVM,7-35Hz,1.0-4.0s,True,0.5416666666666666,0.38888888888888884,0.06477216537164242
A09,FBCSP+LDA,7-35Hz,1.0-4.0s,True,0.5243055555555556,0.3657407407407407,0.03918884653152437
A09,CSP+SVM,4-40Hz,0.5-2.5s,False,0.7569444444444444,0.6759259259259259,0.039584311167178296
A09,FBCSP+LDA,4-40Hz,0.5-2.5s,False,0.7152777777777778,0.6203703703703703,0.01820680392593023
A09,CSP+SVM,4-40Hz,0.5-2.5s,True,0.7569444444444444,0.6759259259259259,0.039584311167178296
A09,FBCSP+LDA,4-40Hz,0.5-2.5s,True,0.71875,0.625,0.024729946012602696
A09,CSP+SVM,4-40Hz,0.5-3.5s,False,0.6979166666666666,0.5972222222222222,0.058774537355844696
A09,FBCSP+LDA,4-40Hz,0.5-3.5s,False,0.6145833333333334,0.48611111111111116,0.04866321138125074
A09,CSP+SVM,4-40Hz,0.5-3.5s,True,0.6909722222222222,0.587962962962963,0.04803913472523471
A09,FBCSP+LDA,4-40Hz,0.5-3.5s,True,0.6145833333333334,0.48611111111111116,0.051598571153864736
A09,CSP+SVM,4-40Hz,0.5-4.0s,False,0.5972222222222222,0.4629629629629629,0.06761890974777506
A09,FBCSP+LDA,4-40Hz,0.5-4.0s,False,0.5798611111111112,0.43981481481481477,0.06736084340705621
A09,CSP+SVM,4-40Hz,0.5-4.0s,True,0.6111111111111112,0.4814814814814815,0.05376953665957517
A09,FBCSP+LDA,4-40Hz,0.5-4.0s,True,0.5798611111111112,0.43981481481481477,0.06485449335658319
A09,CSP+SVM,4-40Hz,1.0-4.0s,False,0.4722222222222222,0.2962962962962963,0.05400791319396543
A09,FBCSP+LDA,4-40Hz,1.0-4.0s,False,0.4965277777777778,0.3287037037037037,0.04344173721247207
A09,CSP+SVM,4-40Hz,1.0-4.0s,True,0.5208333333333334,0.36111111111111116,0.053745028004006115
A09,FBCSP+LDA,4-40Hz,1.0-4.0s,True,0.5034722222222222,0.3379629629629629,0.04318902363668335
